Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
Sid Meiers Civilization Revolution 2+;"";PSV;2015;Strategy;Take-Two Interactive;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;22;0.6833333333333332;0.01;0.13;0.48;0.06333333333333334
Micro Machines V4;"";PSP;2006;Racing;Codemasters;0.01;0.0;0.0;0.0;0.02;61.0;18;0.0;0;E;3;0.04;0.0;0.013333333333333334;0.02666666666666666;0.0033333333333333335
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4;TV Anime Idolm@ster;PS3;2015;Action;Namco Bandai Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;8;0.02;0.02;0.0;0.0;0.0
Cross + Channel;"";PSP;2010;Adventure;CyberFront;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0.02;0.02;0.0;0.0;0.0
Cabelas Big Game Hunter: Pro Hunts;Cabelas Big Game Hunter;WiiU;2014;Shooter;Activision;0.02;0.0;0.0;0.0;0.02;0.0;0;0.0;0;T;19;0.03;0.0;0.0;0.025;0.005
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!;Kochira Katsushikaku Kameari Kouenmae Hashutsujo;DS;2010;Misc;Namco Bandai Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;17;0.092;0.092;0.0;0.0;0.002
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm;Zettai Kaikyuu Gakuen;PSV;2016;Adventure;Prototype;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Memories Off: Yubikiri no Kikou;Memories Off;PSP;2011;Adventure;5p;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;35;0.025555555555555557;0.020555555555555556;0.0016666666666666666;0.003333333333333333;0.0
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne;Zero no Tsukaima;PS2;2007;Adventure;Marvelous Interactive;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;38;0.08399999999999999;0.071;0.0;0.011000000000000001;0.002
Hurry Up Hedgehog!;"";DS;2009;Racing;O-Games;0.02;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
L.G.S: Shinsetsu Houshinengi;L.G.S;PSP;2012;Action;Idea Factory;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;3;0;0;0;0;0
Battle Engine Aquila;"";X;2003;Shooter;Atari;0.01;0.0;0.0;0.0;0.02;76.0;28;0.0;0;T;1;0.03;0.0;0.01;0.02;0.0
Airline Tycoon;"";PC;2000;Simulation;Interplay;0.0;0.01;0.0;0.0;0.02;0.0;0;8.0;9;E;15;0.10250000000000001;0.0;0.030000000000000002;0.065;0.01
Psychedelica of the Black Butterfly;"";PSV;2015;Action;Idea Factory;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;23;0.9175;0.025;0.4025;0.325;0.165
Norn + Nonette: Act Tune;Norn + Nonette;PSV;2016;Action;Idea Factory;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;17;0.19499999999999998;0.030000000000000002;0.028333333333333335;0.12333333333333334;0.016666666666666666
Uchi no 3 Shimai DS;"";DS;2008;Misc;Culture Brain;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;47;0.788125;0.35312499999999997;0.115625;0.27687500000000004;0.0425
Discworld II: Mortality Bytes!;Discworld II;PS;1996;Adventure;Psygnosis;0.01;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;271;0.5372727272727272;0.1927272727272727;0.07090909090909091;0.2609090909090909;0.009090909090909092
One Piece Mansion;"";PS;2001;Action;Capcom;0.01;0.01;0.0;0.0;0.02;62.0;12;0.0;0;E;0;0;0;0;0;0
Soul Eater: Monotone Princess;Soul Eater;Wii;2008;Action;Square Enix;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;57;0.2983333333333334;0.035;0.07166666666666667;0.17416666666666666;0.017499999999999998
Just Cause;"";PC;2006;Action;Eidos Interactive;0.0;0.01;0.0;0.0;0.02;75.0;21;7.3;207;M;8;0.8274999999999999;0.02125;0.4275;0.26875;0.1125
Strike Witches: Shirogane no Tsubasa;Strike Witches;X360;2010;Strategy;CyberFront;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;21;0.02;0.02;0.0;0.0;0.0
Big Ideas VeggieTales: LarryBoy and the Bad Apple;Big Ideas VeggieTales;GBA;2006;Action;Crave Entertainment;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;82;0.07;0.00875;0.022500000000000003;0.035;0.00375
My Ballet Studio;"";DS;2009;Simulation;505 Games;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;E;2;0.03;0.0;0.0;0.02;0.0
Unreal Tournament 2004;"";PC;2004;Shooter;Atari;0.0;0.01;0.0;0.0;0.02;93.0;48;8.9;542;M;17;0.358;0.002;0.136;0.17200000000000001;0.046
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers;Metal Fight Beyblade;DS;2010;Action;Hudson Soft;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;5;0.0925;0.052500000000000005;0.0;0.0375;0.0025
Bomberman 2;"";DS;2008;Puzzle;Hudson Soft;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;32;0.3195454545454546;0.21363636363636357;0.019545454545454546;0.07727272727272728;0.009090909090909092
Pirates of the Burning Sea;"";PC;2008;Role-Playing;Koch Media;0.0;0.01;0.0;0.0;0.02;76.0;30;7.6;61;T;0;0;0;0;0;0
Moujuutsukai to Oujisama;"";PS2;2010;Adventure;Idea Factory;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;4;0.02;0.02;0.0;0.0;0.0
Shinseiki GPX Cyber Formula: Road To The INFINITY 4;Shinseiki GPX Cyber Formula;PS2;2007;Racing;Sunrise Interactive;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0.01;0.01;0.0;0.0;0.0
Cube;"";PSP;2007;Puzzle;D3Publisher;0.02;0.0;0.0;0.0;0.02;60.0;18;0.0;0;E;4;0.055;0.0;0.015;0.035;0.005
Republique;"";PS4;2016;Action;Nippon Ichi Software;0.0;0.01;0.01;0.0;0.02;72.0;35;5.9;30;M;0;0;0;0;0;0
Army Men: Major Malfunction;Army Men;X;2006;Shooter;Global Star;0.01;0.0;0.0;0.0;0.02;36.0;6;4.0;5;T;21;0.1675;0.0;0.035;0.12625;0.0075
Dunamis 15;"";X360;2011;Adventure;5p;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0.02;0.02;0.0;0.0;0.0
Root Letter;"";PS4;2016;Adventure;PQube;0.0;0.0;0.02;0.0;0.02;69.0;15;7.5;12;;3;0.07;0.02;0.04;0.0;0.01
The Longest Journey;"";PC;1999;Adventure;Empire Interactive;0.0;0.01;0.0;0.0;0.02;91.0;26;8.9;443;M;14;0.3433333333333333;0.0;0.043333333333333335;0.27;0.03
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense;Sansuu Puzzle de Migaku;DS;2007;Misc;Gakken;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;91;0.10500000000000001;0.1042857142857143;0.0;0.0;0.0
Super Stardust Ultra VR;"";PS4;2016;Shooter;Sony Computer Entertainment;0.0;0.01;0.0;0.0;0.02;66.0;13;6.2;13;E10+;1;0;0;0;0;0
Yoake Yori Ruriiro na Portable;"";PSP;2010;Adventure;Kadokawa Shoten;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Lost: Via Domus;Lost;PC;2008;Action;Ubisoft;0.0;0.01;0.0;0.0;0.02;52.0;22;6.0;38;T;39;0.25428571428571434;0.015714285714285715;0.09142857142857144;0.1242857142857143;0.02428571428571429
Warhammer: The End Times - Vermintide;Warhammer;XOne;2016;Action;Games Workshop;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;8;0.060000000000000005;0.0;0.015;0.04;0.01
Big Bass Fishing;"";PS;2002;Action;Take-Two Interactive;0.0;0.0;0.02;0.0;0.02;0.0;0;7.2;6;E;0;0;0;0;0;0
Turbo: Super Stunt Squad;Turbo;PS3;2013;Sports;D3Publisher;0.0;0.01;0.0;0.0;0.02;38.0;5;0.0;0;E;19;0.02;0.0;0.016;0.0;0.0
Reine des Fleurs;"";PSV;2015;Action;Idea Factory;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;57;0.04000000000000001;0.04000000000000001;0.0;0.0;0.0
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen;Densha de Go! Shinkansen EX;Wii;2007;Simulation;Taito;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;3;0.16333333333333333;0.15333333333333335;0.0;0.0;0.01
Namco Museum 50th Anniversary (JP sales);"";PS2;2005;Misc;Namco Bandai Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
The Haunted: Hells Reach;The Haunted;PC;2011;Shooter;Visco;0.02;0.0;0.0;0.0;0.02;51.0;8;7.6;47;M;21;1.7322222222222219;0.008888888888888889;0.4544444444444443;1.131111111111111;0.13555555555555554
Disciples III: Renaissance;Disciples III;PC;2010;Strategy;Kalypso Media;0.0;0.01;0.0;0.0;0.02;56.0;36;5.4;105;T;113;0.1757894736842105;0.039473684210526314;0.08631578947368422;0.037368421052631585;0.012105263157894739
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+;Mana Khemia 2;PSP;2009;Role-Playing;Gust;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0.2;0.05;0.05;0.07;0.02
Elven Legacy Collection;"";PC;2010;Strategy;Paradox Interactive;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;2;0;0;0;0;0
Irritating Stick;"";PS;1998;Action;Saurus;0.01;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;2;0;0;0;0;0
Lets Pilates!;"";DS;2007;Misc;Konami Digital Entertainment;0.02;0.0;0.0;0.0;0.02;0.0;0;0.0;0;E;13;0.24000000000000002;0.013333333333333334;0.07666666666666667;0.12;0.02333333333333333
Chou!! Super Nep League DS;"";DS;2008;Sports;Jaleco;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
WTA Tour Tennis;"";GBA;2002;Sports;Konami Digital Entertainment;0.01;0.0;0.0;0.0;0.02;66.0;9;0.0;0;E;4;0.185;0.0;0.095;0.052500000000000005;0.037500000000000006
Judge Dredd: Dredd Vs Death;Judge Dredd;X;2003;Shooter;Vivendi Games;0.01;0.0;0.0;0.0;0.02;57.0;17;6.7;7;M;71;0.43555555555555553;0.05;0.17555555555555558;0.15555555555555556;0.05333333333333333
LEGO Star Wars: The Video Game;LEGO Star Wars;PC;2005;Action;Eidos Interactive;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;37;1.208918918918919;0.0016216216216216218;0.3943243243243243;0.6932432432432433;0.12054054054054052
Platypus;"";PSP;2006;Shooter;Funsta;0.02;0.0;0.0;0.0;0.02;59.0;14;0.0;0;E;0;0;0;0;0;0
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu;Simple 2000 Series Vol. 105;PS2;2006;Action;D3Publisher;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;154;0.042941176470588246;0.0211764705882353;0.003529411764705882;0.015882352941176472;0.0011764705882352942
Dark Void;"";PC;2010;Action;Capcom;0.0;0.01;0.0;0.0;0.02;57.0;22;5.1;67;T;49;0.2752631578947368;0.012631578947368423;0.08368421052631579;0.16368421052631577;0.01578947368421053
Davis Cup Tennis;"";GBA;2002;Sports;Ubisoft;0.01;0.0;0.0;0.0;0.02;59.0;9;0.0;0;E;0;0;0;0;0;0
Pro Rally;"";GC;2002;Racing;Ubisoft;0.01;0.0;0.0;0.0;0.02;64.0;11;0.0;0;E;0;0;0;0;0;0
Kimi ni Todoke: Sodateru Omoi;Kimi ni Todoke;DS;2009;Adventure;Banpresto;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;57;0.0603846153846154;0.0603846153846154;0.0;0.0;0.0
Hands On! Tangrams;"";DS;2009;Puzzle;Storm City Games;0.02;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;6;0;0;0;0;0
Zombie Hunters 2;"";PS2;2006;Action;Essential Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Total War Attila: Tyrants & Kings;Total War Attila;PC;2016;Strategy;Koch Media;0.0;0.02;0.0;0.0;0.02;0.0;0;0.0;0;;301;0.17188679245283014;0.027735849056603777;0.07679245283018862;0.05471698113207547;0.012075471698113214
Memories Off #5: Encore;Memories Off #5;PS2;2007;Adventure;CyberFront;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;66;0.036800000000000006;0.032400000000000005;0.0;0.0036;0.0004
Brave Story: Boku no Kioku to Negai;Brave Story;DS;2006;Role-Playing;Namco Bandai Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;28;0.29888888888888887;0.16555555555555557;0.03888888888888889;0.08222222222222222;0.011111111111111112
Custom Drive;"";PSP;2012;Action;D3Publisher;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;16;0.11333333333333334;0.043333333333333335;0.03333333333333333;0.023333333333333334;0.01
Cookie & Cream;"";DS;2007;Platform;505 Games;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;5;0;0;0;0;0
Dancing on Ice;"";DS;2010;Sports;Ghostlight;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;1;0.1;0.0;0.09;0.0;0.01
Tsuyo Kiss 2 Gakki: Swift Love;Tsuyo Kiss 2 Gakki;PS2;2009;Adventure;Revolution (Japan);0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;37;0.04357142857142858;0.04142857142857143;0.002142857142857143;0.0;0.0
Samurai Jack: The Shadow of Aku;Samurai Jack;GC;2004;Action;Sega;0.01;0.0;0.0;0.0;0.02;59.0;17;0.0;0;T;143;0.3217567567567568;0.07675675675675672;0.07229729729729727;0.1479729729729729;0.02432432432432433
Konductra;"";DS;2006;Puzzle;O3 Entertainment;0.02;0.0;0.0;0.0;0.02;60.0;14;0.0;0;E;0;0;0;0;0;0
Winning Post 7 2013;"";PSV;2013;Sports;Tecmo Koei;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;30;0.08090909090909092;0.08045454545454546;0.0;0.0;0.00045454545454545455
Kadenz fermata//Akkord:fortissimo;Kadenz fermata//Akkord;PSV;2014;Adventure;5p;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
The Incredibles: Rise of the Underminer;The Incredibles;PC;2005;Action;THQ;0.01;0.0;0.0;0.0;0.02;65.0;5;0.0;0;E10+;25;0.29562499999999997;0.0125;0.08937500000000001;0.161875;0.028750000000000005
Stronghold Legends;"";PC;2006;Strategy;Take-Two Interactive;0.0;0.01;0.0;0.0;0.02;57.0;19;7.2;44;T;45;0.06;0.045;0.0;0.01;0.0
Busou Renkin: Youkoso Papillon Park e;Busou Renkin;PS2;2007;Action;Marvelous Interactive;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;69;0.25857142857142856;0.058571428571428566;0.06999999999999999;0.12;0.011428571428571429
Ore wa Shoujo Mangaka;"";PSP;2012;Action;Giza10;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;4;0.01;0.01;0.0;0.0;0.0
Lets Yoga!;"";DS;2007;Misc;Konami Digital Entertainment;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;E;7;0.05;0.05;0.0;0.0;0.0
Puyo Puyo Tetris;"";WiiU;2014;Puzzle;Sega;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;3;0.06666666666666667;0.06666666666666667;0.0;0.0;0.0
Emergency 2012;"";DS;2010;Simulation;Rondomedia;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;11;0.0575;0.0;0.0125;0.0425;0.005
Exhibition Volume 6;"";X;2004;Misc;Microsoft Game Studios;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;14;0.2023076923076923;0.0;0.05384615384615386;0.13076923076923075;0.016153846153846154
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu;Oshiri Kajiri Mushi no Rhythm Lesson DS;DS;2008;Misc;Sega;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;52;0.7594117647058822;0.3476470588235294;0.11;0.26176470588235295;0.04058823529411765
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book;Kuma no Pooh-San;DS;2011;Misc;Disney Interactive Studios;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;10;0.18000000000000002;0.0;0.01;0.15333333333333332;0.013333333333333334
Phantasy Star Online 2 Episode 4: Deluxe Package;Phantasy Star Online 2 Episode 4;PSV;2017;Role-Playing;Sega;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;13;0.24333333333333332;0.15222222222222223;0.025555555555555554;0.05777777777777778;0.008888888888888889
Harukanaru Toki no Naka de 6;"";PSP;2015;Action;Tecmo Koei;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;12;0.03;0.03;0.0;0.0;0.0
Kao the Kangaroo Round 2;"";GC;2005;Platform;JoWood Productions;0.01;0.0;0.0;0.0;0.02;57.0;7;0.0;0;E;5;0.02;0.0;0.01;0.01;0.0
The Dark Hills of Cherai;"";PC;2009;Puzzle;Unknown;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Pirates PlundArrr;"";Wii;2010;Action;Majesco Entertainment;0.02;0.0;0.0;0.0;0.02;60.0;5;0.0;0;E10+;39;0.4833333333333334;0.05444444444444444;0.17722222222222225;0.19277777777777777;0.058333333333333334
Zoey 101: Field Trip Fiasco;Zoey 101;DS;2007;Action;THQ;0.02;0.0;0.0;0.0;0.02;31.0;4;0.0;0;E;27;0.13333333333333333;0.04666666666666666;0.01;0.06333333333333334;0.013333333333333334
Haitaka no Psychedelica;"";PSV;2016;Adventure;Idea Factory;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0;0;0;0;0
Dream C Club: GoGo ;Dream C Club;PS3;2014;Adventure;D3Publisher;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;97;0.4833333333333333;0.005555555555555556;0.16;0.2733333333333333;0.04555555555555555
Summer Challenge: Athletics Tournament;Summer Challenge;Wii;2011;Sports;PQube;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;44;0.17470588235294116;0.007647058823529412;0.04411764705882354;0.10294117647058823;0.018823529411764708
Battle Spirits: Heros Soul;Battle Spirits;PSP;2010;Role-Playing;Namco Bandai Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;13;0.03;0.03;0.0;0.0;0.0
Usavichi: Game no Jikan;Usavichi;DS;2011;Action;Namco Bandai Games;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;336;0.5297826086956521;0.010108695652173915;0.16423913043478255;0.2916304347826087;0.06391304347826085
Pachi-Slot Higrashi no Naku Koro ni Matsuri;"";PS2;2010;Misc;Alchemist;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Professional Farmer 2016;"";PS4;2015;Action;Namco Bandai Games;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;5;0;0;0;0;0
Otona no Renai Shousetsu: Harlequin Selection;Otona no Renai Shousetsu;DS;2010;Misc;Nintendo;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;13;0.3283333333333333;0.3283333333333333;0.0;0.0;0.0
White Album 2: Shiawase no Mukougawa;White Album 2;PSV;2013;Adventure;Aqua Plus;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;26;0.0625;0.024999999999999998;0.0;0.035;0.0025
W.L.O. Sekai Renai Kikousen;"";X360;2010;Adventure;5p;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;2;0;0;0;0;0
Final Fantasy XI: All-In-One Pack 2006;Final Fantasy XI;X360;2006;Role-Playing;Square Enix;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;41;1.0786111111111114;0.4183333333333333;0.21972222222222226;0.36166666666666675;0.07805555555555557
Gaist Crusher God;"";3DS;2014;Action;Capcom;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;36;1.1079999999999999;0.11050000000000001;0.215;0.579;0.20350000000000001
Pippa Funnell: Ranch Rescue;Pippa Funnell;Wii;2007;Adventure;Ubisoft;0.0;0.01;0.0;0.0;0.02;0.0;0;0.0;0;;39;0.24333333333333332;0.0;0.016666666666666666;0.2133333333333333;0.02
Joint Operations: Combined Arms;Joint Operations;PC;2009;Shooter;NovaLogic;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;47;0.29799999999999993;0.0125;0.08850000000000001;0.15299999999999997;0.042000000000000016
Worms World Party;"";PC;2001;Strategy;Virgin Interactive;0.0;0.01;0.0;0.0;0.02;75.0;8;7.6;69;E;1;0.05;0.0;0.01;0.04;0.0
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style;Poupee Girl DS 2;DS;2010;Misc;Alvion;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0;0;0;0;0
Winning Post 7: Maximum 2007;Winning Post 7;PS3;2007;Sports;Tecmo Koei;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;73;0.3808333333333332;0.18375;0.1383333333333333;0.015625;0.04291666666666666
Gears of War;"";PC;2007;Shooter;Microsoft Game Studios;0.0;0.01;0.0;0.0;0.02;87.0;36;7.8;573;M;6;4.391666666666667;0.03833333333333334;1.133333333333333;2.815;0.40499999999999997
Kiss Bell;"";PSV;2014;Adventure;Giga;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Sarah: Keeper of the Unicorn;Sarah;DS;2009;Adventure;DreamCatcher Interactive;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;6;0.12;0.0;0.05;0.06;0.02
Storm Lover 2nd;"";PSP;2013;Misc;D3Publisher;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0;0;0;0;0
Dragon Booster;"";DS;2005;Shooter;Konami Digital Entertainment;0.02;0.0;0.0;0.0;0.02;33.0;14;7.0;9;E;183;0.275;0.0125;0.13;0.0825;0.04750000000000001
DJ Star;"";DS;2009;Misc;Deep Silver;0.01;0.0;0.0;0.0;0.02;66.0;7;0.0;0;T;0;0;0;0;0;0
Arcana Famiglia 2;"";PSP;2013;Adventure;Comfort;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;5;0.05;0.05;0.0;0.0;0.0
Sousaku Alice to Oujisama!;"";3DS;2015;Simulation;Happinet;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;4;0;0;0;0;0
Xblaze: Lost Memories;Xblaze;PSV;2015;Adventure;Arc System Works;0.01;0.0;0.0;0.0;0.02;0.0;0;7.1;8;M;109;0.07523809523809523;0.028095238095238104;0.015;0.0280952380952381;0.004285714285714286
Post Mortem;"";PC;2003;Adventure;Microids;0.0;0.01;0.0;0.0;0.02;71.0;25;8.0;28;M;24;0;0;0;0;0
Shinkyoku Soukai Polyphonica;"";PS2;2007;Adventure;Prototype;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;3;0.01;0.01;0.0;0.0;0.0
PDC World Championship Darts 2008;"";DS;2008;Sports;Oxygen Interactive;0.01;0.0;0.0;0.0;0.02;0.0;0;0.0;0;;8;0.06375;0.0;0.053750000000000006;0.00375;0.005
LEGO Star Wars II: The Original Trilogy;LEGO Star Wars II;PC;2006;Action;Activision;0.0;0.01;0.0;0.0;0.02;86.0;20;8.2;65;E10+;47;1.2008108108108106;0.0016216216216216218;0.36729729729729726;0.717837837837838;0.11459459459459458
San Goku Shi DS 2;"";DS;2007;Strategy;Tecmo Koei;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;2;0.1;0.1;0.0;0.0;0.0
Strongest Tokyo University Shogi DS;"";DS;1985;Action;Mycom;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
The Longest 5 Minutes;"";PSV;2016;Action;Nippon Ichi Software;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;6;0;0;0;0;0
The Sims 4: Luxury Party Stuff;The Sims 4;PC;2015;Simulation;Electronic Arts;0.0;0.02;0.0;0.0;0.02;0.0;0;5.7;13;T;48;0.4154166666666666;0.00125;0.16958333333333334;0.1995833333333333;0.04541666666666667
Star Trek: Legacy;Star Trek;PC;2006;Simulation;Ubisoft;0.0;0.01;0.0;0.0;0.02;56.0;25;4.0;35;E10+;141;0.4772727272727273;0.023636363636363636;0.09454545454545453;0.3390909090909091;0.019999999999999997
Shin Sangoku Musou Online: Souten Ranbu;Shin Sangoku Musou Online;PS3;2010;Action;Tecmo Koei;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;9;0.06;0.06;0.0;0.0;0.0
Wall-E;"";PC;2008;Platform;THQ;0.0;0.01;0.0;0.0;0.02;58.0;6;6.8;17;E;6;0.8166666666666665;0.0;0.3183333333333333;0.31333333333333335;0.18500000000000003
Strawberry Nauts;"";PSV;2016;Adventure;Unknown;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;1;0;0;0;0;0
V-Rally 3;"";X;2003;Racing;Atari;0.01;0.0;0.0;0.0;0.02;76.0;13;0.0;0;E;4;0.2675;0.0225;0.08499999999999999;0.14;0.017499999999999998
Dynasty Warriors: Eiketsuden;Dynasty Warriors;PS3;2016;Action;Tecmo Koei;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;103;0.361294117647059;0.1914117647058823;0.05035294117647056;0.09764705882352939;0.020588235294117654
Majesty 2: The Fantasy Kingdom Sim;Majesty 2;PC;2009;Simulation;Paradox Interactive;0.01;0.0;0.0;0.0;0.02;72.0;31;7.3;129;T;155;0.8207843137254904;0.000980392156862745;0.3492156862745098;0.3992156862745098;0.0705882352941176
Full House Kiss 2;"";PS2;2006;Adventure;Capcom;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Carmageddon: Max Damage;Carmageddon;PS4;2016;Action;Stainless Games;0.01;0.0;0.0;0.0;0.02;51.0;28;5.5;39;M;21;0.016666666666666666;0.0;0.006666666666666667;0.01;0.0
Dead to Rights;"";GBA;2004;Shooter;Zoo Digital Publishing;0.01;0.0;0.0;0.0;0.02;40.0;5;0.0;0;T;8;0.39375;0.0025;0.1275;0.2275000000000001;0.03875000000000001
Thunder Force VI;"";PS2;2008;Shooter;Sega;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;0;0;0;0;0;0
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable;Daito Giken Koushiki Pachi-Slot Simulator;PSP;2010;Misc;Paon;0.0;0.0;0.02;0.0;0.02;0.0;0;0.0;0;;10;0.049;0.049;0.0;0.0;0.0
