Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
Darius Burst: Chronicle Saviours;Darius Burst;PSV;2016;Action;Kadokawa Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
YoKai Watch Dance: Just Dance Special Version;YoKai Watch Dance;WiiU;2015;Misc;Level 5;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Asterix & Obelix: Kick Buttix;Asterix & Obelix;PS2;2004;Action;Atari;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Puyo Puyo 7;"";PSP;2009;Puzzle;Sega;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;23;0.2618181818181818;0.2522727272727272;0.00045454545454545455;0.0036363636363636364;0.005
Burnout Paradise: The Ultimate Box;Burnout Paradise;X360;2009;Racing;Electronic Arts;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;2;0.08;0.005;0.065;0.0;0.01
Radiant Silvergun;"";SAT;1998;Shooter;ESP;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;5;0;0;0;0;0
Bounty Hounds;"";PSP;2006;Action;Namco Bandai Games;0.03;0.0;0.0;0.0;0.03;63.0;14;6.0;7;T;4;0;0;0;0;0
Care Bears - Care Quest;"";GBA;2005;Action;Game Factory;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;35;0.126;0.06699999999999999;0.014000000000000002;0.043000000000000003;0.006
Gothic Universe;"";PC;2007;Role-Playing;JoWood Productions;0.0;0.03;0.0;0.01;0.03;0.0;0;7.9;10;M;8;0.26749999999999996;0.02;0.0625;0.1525;0.03
Challenge Me: Word Puzzles;Challenge Me;DS;2011;Puzzle;O-Games;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E10+;6;0.045000000000000005;0.0;0.015;0.024999999999999998;0.0016666666666666668
A Game of Thrones: Genesis;A Game of Thrones;PC;2011;Strategy;Focus Home Interactive;0.0;0.03;0.0;0.01;0.03;53.0;40;4.0;110;;0;0;0;0;0;0
Even in a Game Listen to Me Girls. I Am Your Father!;"";PSP;2012;Action;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Tokyo Majin Gakuen: Kenfuuchou;Tokyo Majin Gakuen;DS;2008;Adventure;Marvelous Interactive;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
LEGO Harry Potter: Years 1-4;LEGO Harry Potter;PC;2010;Action;Warner Bros. Interactive Entertainment;0.02;0.01;0.0;0.0;0.03;79.0;15;7.8;60;E10+;13;1.0115384615384615;0.0;0.40769230769230774;0.4853846153846154;0.11923076923076924
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken;Boboboubo Boubobo;GBA;2002;Action;Hudson Soft;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Zatch Bell! Electric Arena;"";GBA;2003;Fighting;Banpresto;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
NHRA Drag Racing: Countdown to the Championship;NHRA Drag Racing;PSP;2007;Racing;THQ;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;;1;0.04;0.0;0.01;0.02;0.0
Hotel Giant 2;"";PC;2008;Strategy;JoWood Productions;0.0;0.03;0.0;0.0;0.03;58.0;7;2.5;19;E;5;0.32;0.0;0.135;0.15;0.03
TOCA Race Driver 3;"";X;2006;Racing;Codemasters;0.03;0.01;0.0;0.0;0.03;84.0;25;8.0;6;E10+;6;0.09666666666666668;0.0;0.06;0.03166666666666667;0.0033333333333333335
Daito Giken Premium Pachi-Slot Collection: Yoshimune;Daito Giken Premium Pachi-Slot Collection;PS2;2006;Misc;Daito;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Sky Dancers;"";GBA;2005;Action;Crave Entertainment;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;13;0.9;0.015;0.385;0.35000000000000003;0.14
Silent Scope;"";GBA;2002;Shooter;Konami Digital Entertainment;0.02;0.01;0.0;0.0;0.03;70.0;5;8.0;5;T;9;0.20750000000000002;0.0;0.075;0.10750000000000001;0.022500000000000003
The Cursed Crusade;"";PC;2011;Action;DTP Entertainment;0.0;0.03;0.0;0.01;0.03;55.0;7;6.0;33;M;2;0.16;0.005;0.055;0.07500000000000001;0.02
Deer Drive: Legends;Deer Drive;3DS;2012;Action;Maximum Family Games;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;T;0;0;0;0;0;0
DarkStar One;"";PC;2006;Simulation;Ubisoft;0.0;0.03;0.0;0.01;0.03;71.0;33;7.2;55;T;1;0.2;0.0;0.07;0.11;0.02
World Series of Poker: Tournament of Champions 2007 Edition;World Series of Poker;PS2;2006;Misc;Activision;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;3;0.10333333333333333;0.0;0.0;0.09666666666666666;0.006666666666666667
Yggdra Union: Well Never Fight Alone;Yggdra Union;GBA;2006;Role-Playing;Sting;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0.1;0.04;0.0;0.05;0.01
SBK 2011: FIM Superbike World Championship;SBK 2011;PC;2011;Racing;Black Bean Games;0.0;0.03;0.0;0.01;0.03;0.0;0;0.0;0;;2;0.095;0.0;0.07;0.005;0.02
Caesar III;"";PC;1998;Strategy;Vivendi Games;0.0;0.03;0.0;0.0;0.03;0.0;0;8.6;53;E;58;0.26;0.06299999999999999;0.118;0.062;0.016
JoJos Bizarre Adventure: Eyes of Heaven;JoJos Bizarre Adventure;PS4;2015;Fighting;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;61.0;35;7.3;45;T;3;0.2233333333333333;0.17666666666666667;0.006666666666666667;0.03666666666666667;0.0033333333333333335
Hitman: Blood Money;Hitman;PC;2006;Action;Eidos Interactive;0.0;0.03;0.0;0.01;0.03;82.0;35;8.8;533;M;10;0.6900000000000001;0.011250000000000001;0.31875;0.2612499999999999;0.10125
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou;Gekiatsu!! Pachi Game Tamashi Max;PS3;2012;Misc;Fields;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Turbo: Super Stunt Squad;Turbo;DS;2013;Sports;D3Publisher;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;E;5;0.018000000000000002;0.0;0.012;0.0;0.0
All Kamen Rider: Rider Revolution;All Kamen Rider;3DS;2016;Action;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;3;0.09333333333333334;0.09333333333333334;0.0;0.0;0.0
ESPN NBA 2Night 2002;"";PS2;2002;Sports;Konami Digital Entertainment;0.02;0.01;0.0;0.0;0.03;59.0;13;0.0;0;E;2;0.049999999999999996;0.0;0.02;0.030000000000000002;0.005
Wangan Midnight;"";PS3;2007;Racing;Genki;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;10;0.91;0.01;0.11714285714285715;0.7042857142857143;0.07714285714285715
Renai Revenge;"";PSV;2015;Adventure;TGL;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;11;0.2;0.0;0.06999999999999999;0.115;0.01
Might & Magic X: Legacy;Might & Magic X;PC;2014;Role-Playing;Ubisoft;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Cabelas Dangerous Hunts 2;"";GC;2005;Sports;Activision;0.03;0.01;0.0;0.0;0.03;0.0;0;0.0;0;T;13;0.32692307692307687;0.0;0.06461538461538462;0.2323076923076923;0.029230769230769227
Planescape: Torment;Planescape;PC;1998;Role-Playing;Interplay;0.01;0.02;0.0;0.0;0.03;91.0;22;9.2;819;T;0;0;0;0;0;0
Paddington: Adventures in London;Paddington;3DS;2015;Puzzle;Koch Media;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Alias Carnival! Sacrament;"";PSV;2015;Adventure;dramatic create;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;16;0;0;0;0;0
Kekkaishi: Kokubourou no Kage;Kekkaishi;Wii;2007;Action;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;2;0.1;0.1;0.0;0.0;0.0
Suzumiya Haruhi no Tsuisou;"";PS3;2011;Adventure;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;6;0.05800000000000001;0.05800000000000001;0.0;0.0;0.0
Trap Gunner: Countdown to Oblivion;Trap Gunner;PS;1998;Strategy;Konami Digital Entertainment;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Crouching Tiger, Hidden Dragon;"";GBA;2003;Action;Ubisoft;0.02;0.01;0.0;0.0;0.03;60.0;12;0.0;0;T;2;0.07;0.0;0.025;0.034999999999999996;0.01
Mame Goma: Shiro to Kuro no Meikyuu;Mame Goma;3DS;2012;Action;Nippon Ichi Software;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0;0;0;0;0
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo;Simple DS Series Vol. 8;DS;2006;Adventure;D3Publisher;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Rocksmith 2014 Edition Remastered;"";PS4;2016;Misc;Ubisoft;0.03;0.0;0.0;0.01;0.03;0.0;0;7.8;5;T;1;0.03;0.0;0.0;0.02;0.0
Star Wars Jedi Knight: Jedi Academy;Star Wars Jedi Knight;PC;2003;Shooter;Activision;0.0;0.03;0.0;0.0;0.03;81.0;34;8.6;295;T;1;0.45;0.0;0.1;0.34;0.02
Harukanaru Toki no Naka de Yumenoukihashi Special;"";PS2;2009;Adventure;Tecmo Koei;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Tsuyo Kiss: Mighty Heart;Tsuyo Kiss;PS2;2006;Adventure;Princess Soft;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Sabre Wulf;"";GBA;2004;Platform;THQ;0.02;0.01;0.0;0.0;0.03;75.0;27;8.0;4;E;0;0;0;0;0;0
Alpha Protocol;"";PC;2010;Role-Playing;Sega;0.0;0.03;0.0;0.01;0.03;72.0;25;7.5;511;M;11;0.41000000000000003;0.0;0.14500000000000002;0.21000000000000002;0.05500000000000001
Gacharoku;"";PS2;2002;Misc;Sony Computer Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Cake Mania: Bakers Challenge;Cake Mania;PSP;2008;Puzzle;Destineer;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E;3;0.09;0.0;0.005;0.07500000000000001;0.005
SX Superstar;"";GC;2003;Racing;Acclaim Entertainment;0.03;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;16;0.035;0.0;0.015;0.015;0.005
Zoo Vet: Endangered Animals;Zoo Vet;DS;2008;Simulation;505 Games;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E10+;0;0;0;0;0;0
Driven;"";GBA;2001;Racing;BAM! Entertainment;0.02;0.01;0.0;0.0;0.03;68.0;10;0.0;0;E;2;0.11499999999999999;0.0;0.04;0.07;0.01
Living Legends: Frozen Beauty;Living Legends;PC;2014;Action;Big Fish Games;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Red Faction II;"";GC;2003;Shooter;THQ;0.03;0.01;0.0;0.0;0.03;79.0;12;7.3;4;M;2;0.81;0.0;0.405;0.29;0.115
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou;Original Story from Fairy Tail;DS;2011;Role-Playing;Hudson Soft;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
SD Gundam G Generation: Gather Beat 2;SD Gundam G Generation;WS;2001;Strategy;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;2;0.28500000000000003;0.28500000000000003;0.0;0.0;0.0
Bad Apple Wars;"";PSV;2015;Action;Idea Factory;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;79;0.936875;0.017812500000000002;0.3084374999999999;0.5049999999999999;0.1071875
Battle Engine Aquila;"";PS2;2003;Shooter;Atari;0.02;0.01;0.0;0.0;0.03;73.0;17;9.0;5;T;1;0.02;0.0;0.0;0.01;0.0
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku;"";PSV;2016;Adventure;5p;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Hello Kitty: Roller Rescue;Hello Kitty;PC;2005;Action;Empire Interactive;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;5;0.08;0.0;0.02;0.06;0.0
Special Forces: Nemesis Strike;Special Forces;X;2005;Shooter;Hip Interactive;0.03;0.01;0.0;0.0;0.03;60.0;10;6.5;4;M;0;0;0;0;0;0
Womens Volleyball Championship;"";PS2;2007;Sports;Spike;0.0;0.0;0.03;0.0;0.03;32.0;7;4.0;4;E;0;0;0;0;0;0
WRC: FIA World Rally Championship;WRC;PSP;2005;Racing;Sony Computer Entertainment;0.02;0.01;0.0;0.0;0.03;67.0;18;7.8;19;E;4;0.14500000000000002;0.0025;0.08499999999999999;0.03;0.0225
Detective Conan: Phantom Rhapsody;Detective Conan;3DS;2014;Action;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;3;0.045;0.045;0.0;0.0;0.0
Penguins of Madagascar;"";WiiU;2014;Action;Namco Bandai Games;0.01;0.02;0.0;0.0;0.03;0.0;0;5.2;6;E;8;0.14875000000000002;0.0;0.053750000000000006;0.08500000000000002;0.00875
Jikkyou Powerful Pro Yakyuu Wii Ketteiban;"";Wii;2007;Sports;Konami Digital Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise;Rakushou! Pachi-Slot Sengen 5;PS2;2007;Misc;Tecmo Koei;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
XBLAZE Code: Embryo;XBLAZE Code;PSV;2013;Adventure;Arc System Works;0.02;0.0;0.01;0.01;0.03;43.0;5;7.4;24;M;1;0.04;0.01;0.0;0.02;0.01
Battle Assault 3 featuring Gundam Seed;"";PS2;2004;Action;Namco Bandai Games;0.02;0.01;0.0;0.0;0.03;48.0;9;8.7;7;T;0;0;0;0;0;0
Crimson Tears;"";PS2;2004;Role-Playing;Capcom;0.02;0.01;0.0;0.0;0.03;62.0;30;7.8;4;T;0;0;0;0;0;0
Superstars V8 Racing;"";PS3;2009;Racing;Black Bean Games;0.0;0.02;0.0;0.01;0.03;66.0;29;4.9;9;E;1;0.01;0.0;0.01;0.0;0.0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen;"";DS;2008;Simulation;Konami Digital Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0.04;0.04;0.0;0.0;0.0
Batman Forever: The Arcade Game;Batman Forever;PS;1996;Action;Acclaim Entertainment;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Romance of the Three Kingdoms (3DS);"";3DS;2013;Strategy;Tecmo Koei;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Rapala Tournament Fishing!;"";X360;2006;Sports;Activision;0.03;0.0;0.0;0.0;0.03;41.0;4;8.0;6;E;1;0.55;0.0;0.0;0.51;0.04
Cabelas Outdoor Adventures;"";GC;2005;Sports;Activision;0.03;0.01;0.0;0.0;0.03;0.0;0;8.8;9;T;8;0.26625;0.0;0.052500000000000005;0.18875;0.026250000000000002
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita;Makai Senki Disgaea 4;PS3;2011;Strategy;Nippon Ichi Software;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Backyard NFL Football 2006;"";GBA;2005;Sports;Atari;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;12;0.16;0.0;0.0325;0.11666666666666668;0.011666666666666665
Mashiro Iro Symphony: *mutsu-no-hana;Mashiro Iro Symphony;PSP;2011;Adventure;Comfort;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Monster Guardians;"";GBA;2001;Role-Playing;Konami Digital Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Kangokutou Mary Skelter;"";PSV;2016;Role-Playing;Compile Heart;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;8;0.25;0.23;0.0;0.0;0.02
An American Tail: Fievels Gold Rush;An American Tail;GBA;2002;Platform;Conspiracy Entertainment;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Sunday vs Magazine Shuuketsu! Choujou Daikessen;"";PSP;2009;Fighting;Konami Digital Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;38;0.7200000000000001;0.03785714285714286;0.24142857142857138;0.3407142857142857;0.09928571428571431
Diabolik Lovers: More Blood;Diabolik Lovers;PSP;2013;Adventure;Idea Factory;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;4;0.025;0.025;0.0;0.0;0.0
Magna Carta Portable;"";PSP;2006;Role-Playing;Banpresto;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;22;0.1325;0.1325;0.0;0.0;0.0
Swords;"";Wii;2010;Fighting;Majesco Entertainment;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;T;42;0.17;0.17;0.0;0.0;0.0
The Italian Jo;"";GC;2003;Racing;Eidos Interactive;0.03;0.01;0.0;0.0;0.03;56.0;10;0.0;0;T;6;0.155;0.0;0.055;0.08499999999999999;0.015
Super Dodgeball Brawlers (jp sales);"";DS;2008;Sports;Arc System Works;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita;Makai Senki Disgaea Portable;PSP;2007;Role-Playing;Nippon Ichi Software;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Crazy Chicken: Star Karts;Crazy Chicken;DS;2008;Racing;Phenomedia;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E;2;0;0;0;0;0
M&Ms Shell Shocked;"";PS;2001;Action;Berkeley;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;3;0;0;0;0;0
7 Wonders: Treasures of Seven;7 Wonders;DS;2011;Puzzle;Avanquest;0.01;0.02;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
K-On! After School Live!! HD Ver.;"";PS3;2012;Action;Sega;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Metal Gear Solid: The Essential Collection (JP sales);Metal Gear Solid;PS2;2007;Adventure;Konami Digital Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;11;0.43000000000000005;0.015;0.095;0.27;0.06
Rise of Nations: Rise of Legends;Rise of Nations;PC;2006;Strategy;Microsoft Game Studios;0.0;0.03;0.0;0.01;0.03;84.0;46;8.6;109;T;0;0;0;0;0;0
The Void;"";PC;2008;Adventure;Mamba Games;0.0;0.03;0.0;0.01;0.03;77.0;12;8.3;97;;5;0;0;0;0;0
DiRT Rally;"";PC;2016;Racing;Codemasters;0.0;0.03;0.0;0.0;0.03;86.0;33;8.7;290;E;2;0.28;0.0;0.18000000000000002;0.060000000000000005;0.034999999999999996
3D Baseball;"";PS;1996;Sports;BMG Interactive Entertainment;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Supreme Ruler: Cold War;Supreme Ruler;PC;2011;Strategy;Paradox Interactive;0.0;0.03;0.0;0.01;0.03;63.0;12;6.8;27;RP;0;0;0;0;0;0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman;Pachitte Chonmage Tatsujin 12;PS2;2007;Misc;Hackberry;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
First Queen: Ornic Senki;First Queen;SNES;1994;Role-Playing;Culture Brain;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Dream C Club Zero;"";X360;2011;Simulation;D3Publisher;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0.01;0.01;0.0;0.0;0.0
Shining Stars;"";DS;2008;Action;Destination Software, Inc;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Sengoku Basara: Sanada Yukimura-Den;Sengoku Basara;PS3;2016;Action;Capcom;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;5;0.27799999999999997;0.21200000000000002;0.01;0.046;0.006
The Technomancer;"";XOne;2016;Role-Playing;Focus Home Interactive;0.02;0.01;0.0;0.0;0.03;68.0;12;7.3;56;M;2;0.04;0.0;0.025;0.01;0.005
Tail Concerto;"";PS;1998;Adventure;Namco Bandai Games;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;3;0;0;0;0;0
The Sum of All Fears;"";GC;2003;Shooter;Ubisoft;0.03;0.01;0.0;0.0;0.03;36.0;11;3.4;5;T;1;0.04;0.0;0.01;0.03;0.0
James Pond: Codename Robocod;James Pond;GBA;2005;Platform;Play It;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Yumis Odd Odyssey;"";3DS;2013;Platform;Agatsuma Entertainment;0.0;0.0;0.03;0.0;0.03;74.0;13;7.7;23;E;0;0;0;0;0;0
Night Head: The Labyrinth;Night Head;PS;1995;Adventure;Fuji;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Emma at the Farm;"";DS;2008;Adventure;Aspyr;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E;22;0;0;0;0;0
Utawarerumono Portable;"";PSP;2009;Role-Playing;Aqua Plus;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
EverBlue 2;"";PS2;2002;Adventure;Capcom;0.02;0.01;0.0;0.0;0.03;59.0;21;7.5;4;E;0;0;0;0;0;0
Gaia Saver Hero Saidai no Sakusen;"";SNES;1994;Role-Playing;Banpresto;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;48;0.10272727272727276;0.06454545454545454;0.004545454545454546;0.030000000000000006;0.0036363636363636364
Kevin Van Dam: Big Bass Challenge;Kevin Van Dam;Wii;2010;Sports;Zoo Games;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Sacra Terra: Angelic Night;Sacra Terra;PC;2011;Puzzle;Avanquest;0.01;0.02;0.0;0.01;0.03;0.0;0;0.0;0;T;0;0;0;0;0;0
Prey;"";PC;2006;Shooter;Take-Two Interactive;0.0;0.03;0.0;0.01;0.03;0.0;0;0.0;0;;6;0.32;0.0;0.03;0.27;0.03
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen;Higurashi no Naku Koro ni Kizuna;DS;2009;Adventure;Alchemist;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0.03;0.03;0.0;0.0;0.0
Safari Adventures: Africa;Safari Adventures;Wii;2007;Adventure;Neko Entertainment;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E;1;0.03;0.0;0.0;0.03;0.0
Hakuoki Zuisouroku Omokage Hana;"";PSV;2015;Action;Idea Factory;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0;0;0;0;0
Super Hero Generation;"";PS3;2014;Role-Playing;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;0.04;0.04;0.0;0.0;0.0
Clever Kids: Pirates;Clever Kids;DS;2008;Misc;Midas Interactive Entertainment;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;1;0;0;0;0;0
Junior Island Adventure;"";DS;2011;Puzzle;Unknown;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E;1;0;0;0;0;0
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable;Daito Giken Koushiki Pachi-Slot Simulator;PSP;2006;Misc;Daito;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;8;0.0525;0.0525;0.0;0.0;0.0
Yumeiro Patissiere: My Sweets Cooking;Yumeiro Patissiere;DS;2010;Simulation;Konami Digital Entertainment;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Championship Manager Season 01/02;"";PC;2001;Sports;Eidos Interactive;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Clannad;"";PS3;2011;Adventure;Prototype;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;6;0.028333333333333332;0.028333333333333332;0.0;0.0;0.0
Barbie and Her Sisters Puppy Rescue;"";Wii;2015;Action;Namco Bandai Games;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;E;4;0.016666666666666666;0.0;0.016666666666666666;0.0;0.0
A Good Librarian Like a Good Shepherd: Library Party;A Good Librarian Like a Good Shepherd;PSV;2015;Action;Kaga Create;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Electroplankton;"";DS;2005;Misc;Nintendo;0.01;0.0;0.02;0.0;0.03;71.0;49;7.0;37;E;0;0;0;0;0;0
Medarot 9: Kabuto Ver. / Kuwagata Ver.;Medarot 9;3DS;2015;Role-Playing;Rocket Company;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Anglers Club: Ultimate Bass Fishing 3D;Anglers Club;3DS;2011;Sports;D3Publisher;0.0;0.03;0.0;0.0;0.03;0.0;0;0.0;0;E;0;0;0;0;0;0
PowerSlave;"";PS;1996;Shooter;BMG Interactive Entertainment;0.02;0.01;0.0;0.0;0.03;0.0;0;0.0;0;;0;0;0;0;0;0
Maximum Racing: Drag & Stock Racer;Maximum Racing;Wii;2010;Racing;Nordic Games;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;;6;0.015;0.0;0.0016666666666666668;0.013333333333333334;0.0
Project Gotham Racing 2 (JP weekly sales);"";X;2003;Action;Microsoft Game Studios;0.0;0.0;0.03;0.0;0.03;0.0;0;0.0;0;;1;2.1;0.04;0.44;1.54;0.07
CT Special Forces;"";GBA;2002;Action;LSP Games;0.02;0.01;0.0;0.0;0.03;71.0;14;0.0;0;T;2;0;0;0;0;0
FIFA World Cup: Germany 2006;FIFA World Cup;GBA;2006;Sports;Electronic Arts;0.02;0.01;0.0;0.0;0.03;57.0;4;6.9;7;E;0;0;0;0;0;0
Nancy Drew: Alibi In Ashes;Nancy Drew;PC;2011;Adventure;Her Interactive;0.03;0.0;0.0;0.0;0.03;0.0;0;0.0;0;E;8;0.09000000000000001;0.0;0.0;0.07857142857142858;0.005714285714285714
